日期,美元∕新台幣,人民幣∕新台幣,歐元∕美元,美元∕日幣,英鎊∕美元,澳幣∕美元,美元∕港幣,美元∕人民幣,美元∕南非幣,紐幣∕美元
2015/01/05,32.007,-,1.19425,120.555,1.52865,0.8055,7.75655,6.23735,11.73525,-
2015/01/06,31.998,-,1.19555,119.115,1.52595,0.8138,7.75475,6.2152,11.69155,-
2015/01/07,31.972,-,1.18755,118.995,1.51385,0.8074,7.7547,6.21,11.7254,-
2015/01/08,31.99,-,1.182,119.72,1.50835,0.8106,7.7554,6.2193,11.6885,-
2015/01/09,31.957,-,1.18105,119.275,1.50975,0.8139,7.75455,6.2093,11.57935,-
2015/01/12,31.845,-,1.18575,118.165,1.51625,0.82465,7.75375,6.1986,11.474,-
2015/01/13,31.811,-,1.18295,118.395,1.51595,0.81655,7.75375,6.2052,11.50485,-
2015/01/14,31.774,-,1.17925,117.045,1.5167,0.80885,7.7537,6.1937,11.559,-
2015/01/15,31.747,-,1.17665,117.795,1.52285,0.8204,7.75435,6.1973,11.4578,-
2015/01/16,31.615,-,1.16325,116.325,1.5182,0.82315,7.75155,6.2075,11.5503,-
2015/01/19,31.512,-,1.15575,117.205,1.51375,0.82135,7.75205,6.2165,11.5652,-
2015/01/20,31.595,-,1.15795,118.315,1.5075,0.8184,7.7526,6.2171,11.6647,-
2015/01/21,31.554,-,1.15665,117.865,1.51535,0.821,7.7532,6.2172,11.584,-
2015/01/22,31.46,-,1.15925,118.205,1.51335,0.8068,7.75325,6.2113,11.52095,-
2015/01/23,31.32,-,1.13255,118.635,1.49865,0.7982,7.75255,6.2282,11.42685,-
2015/01/26,31.312,-,1.11795,117.635,1.5003,0.7884,7.7528,6.2476,11.4282,-
2015/01/27,31.274,-,1.12405,118.235,1.51035,0.79335,7.75215,6.2535,11.455,-
2015/01/28,31.218,-,1.13365,118.175,1.51625,0.79905,7.75235,6.2471,11.5855,-
2015/01/29,31.414,-,1.12685,117.785,1.51345,0.78665,7.75175,6.2509,11.5882,-
2015/01/30,31.508,-,1.13375,117.865,1.5082,0.7793,7.752,6.2515,11.5398,-
2015/02/02,31.655,-,1.13105,117.605,1.50785,0.7785,7.75415,6.2465,11.6206,-
2015/02/03,31.562,-,1.13245,116.975,1.50165,0.7655,7.75455,6.2591,11.52635,-
2015/02/04,31.419,-,1.14795,117.675,1.51715,0.7837,7.75425,6.2469,11.3772,-
2015/02/05,31.4,-,1.13515,117.265,1.52115,0.7781,7.75325,6.2552,11.47455,-
2015/02/06,31.4,-,1.14705,117.325,1.53385,0.78345,7.75225,6.2403,11.30215,-
2015/02/09,31.514,-,1.13345,118.855,1.52575,0.77645,7.75335,6.2426,11.5078,-
2015/02/10,31.473,-,1.13345,118.505,1.52375,0.7818,7.75335,6.2449,11.57305,-
2015/02/11,31.51,-,1.13155,119.605,1.52415,0.77725,7.75405,6.2419,11.67845,-
2015/02/12,31.568,-,1.13115,120.275,1.5219,0.76495,7.75425,6.2474,11.84975,-
2015/02/13,31.46,-,1.14325,118.535,1.54125,0.77835,7.75465,6.2426,11.7065,-
2015/02/24,31.581,-,1.13385,119.045,1.5443,0.7774,7.7566,6.2556,11.66165,-
2015/02/25,31.475,-,1.13465,118.705,1.54755,0.78835,7.75505,6.2596,11.48255,-
2015/02/26,31.435,-,1.13695,118.985,1.55475,0.7856,7.75505,6.2603,11.46325,-
2015/03/02,31.4,-,1.11805,119.855,1.54055,0.77675,7.75555,6.2761,11.68575,-
2015/03/03,31.397,-,1.11975,119.695,1.53805,0.7824,7.7548,6.27625,11.73295,-
2015/03/04,31.4,-,1.11665,119.705,1.5349,0.7814,7.75535,6.27195,11.76205,-
2015/03/05,31.463,-,1.1059,119.845,1.52515,0.78215,7.75625,6.26835,11.80525,-
2015/03/06,31.446,-,1.10245,120.03,1.5248,0.78035,7.75605,6.2657,11.8107,-
2015/03/09,31.528,-,1.08385,121.04,1.50665,0.7691,7.7598,6.2677,12.0502,-
2015/03/10,31.549,-,1.08025,121.675,1.5083,0.76545,7.75845,6.26185,12.15425,-
2015/03/11,31.652,-,1.06875,121.365,1.5078,0.76065,7.76065,6.26045,12.37195,-
2015/03/12,31.7,-,1.05175,121.45,1.49305,0.76025,7.7649,6.2631,12.2736,-
2015/03/13,31.596,-,1.06025,121.55,1.4862,0.7671,7.7646,6.2587,12.3048,-
2015/03/16,31.643,-,1.05135,121.29,1.47545,0.7647,7.7649,6.2493,12.4427,-
2015/03/17,31.632,-,1.05645,121.41,1.48245,0.7631,7.7632,6.2553,12.40335,-
2015/03/18,31.544,-,1.05945,121.38,1.4759,0.7612,7.75825,6.24175,12.36165,-
2015/03/19,31.435,-,1.07735,120.55,1.48995,0.77335,7.75725,6.1957,12.1254,-
2015/03/20,31.454,-,1.06825,120.73,1.47645,0.76865,7.7578,6.1859,12.2746,-
2015/03/23,31.445,-,1.08155,119.93,1.49365,0.78135,7.7561,6.20725,12.02665,-
2015/03/24,31.372,-,1.09195,119.675,1.49355,0.78585,7.7548,6.21245,11.92075,-
2015/03/25,31.309,-,1.09245,119.63,1.48555,0.7875,7.7548,6.2153,11.81585,-
2015/03/26,31.304,-,1.09855,118.98,1.48885,0.78165,7.75425,6.2164,11.869,-
2015/03/27,31.274,-,1.08815,119.115,1.48495,0.77975,7.7533,6.2205,11.9947,-
2015/03/30,31.285,-,1.08595,119.21,1.48535,0.7717,7.7542,6.2317,12.0639,-
2015/03/31,31.29,-,1.07895,120.18,1.4777,0.76345,7.7547,6.2024,12.1545,-
2015/04/01,31.279,-,1.07765,119.97,1.4858,0.76315,7.75505,6.2012,12.07425,-
2015/04/02,31.236,-,1.07825,119.595,1.48365,0.75915,7.75325,6.1981,11.98195,-
2015/04/07,30.99,-,1.09365,119.54,1.49115,0.77055,7.75205,6.1934,11.80355,-
2015/04/08,31.095,-,1.08535,119.81,1.48415,0.76755,7.75155,6.2058,11.847,-
2015/04/09,31.107,-,1.07675,120.215,1.48695,0.76895,7.75025,6.2055,11.8363,-
2015/04/10,31.157,-,1.06755,120.52,1.4715,0.76945,7.75025,6.2104,11.8462,-
2015/04/13,31.29,-,1.05895,120.45,1.45925,0.7586,7.7501,6.216,12.06525,-
2015/04/14,31.256,-,1.05425,119.81,1.46575,0.75955,7.7504,6.2143,12.13425,-
2015/04/15,31.265,-,1.0633,119.665,1.47525,0.75915,7.75035,6.2085,12.0436,-
2015/04/16,31.189,-,1.06825,119.34,1.48315,0.77435,7.75115,6.199,12.06075,-
2015/04/17,31.1,-,1.0777,118.985,1.49365,0.77855,7.75155,6.1937,11.97505,-
2015/04/20,31.023,-,1.0776,118.64,1.49555,0.78135,7.75015,6.2058,12.0551,-
2015/04/21,31.09,-,1.07225,119.49,1.4884,0.7691,7.75015,6.2024,12.15495,-
2015/04/22,31.058,-,1.07425,119.505,1.4945,0.77735,7.7501,6.1941,12.09265,-
2015/04/23,31.087,-,1.0715,119.715,1.50345,0.77575,7.75005,6.1956,12.21595,-
2015/04/24,30.934,-,1.08065,119.535,1.50505,0.7777,7.75005,6.1966,12.1552,-
2015/04/27,30.57,-,1.08645,118.98,1.51835,0.78235,7.75055,6.2023,12.1054,-
2015/04/28,30.545,-,1.08765,119.11,1.52335,0.78725,7.75035,6.2049,12.01985,-
2015/04/29,30.504,-,1.0968,118.84,1.5346,0.7991,7.75035,6.2067,11.85475,-
2015/04/30,30.8,-,1.1104,118.615,1.54225,0.79915,7.7505,6.2051,11.812,-
2015/05/04,30.729,-,1.11925,120.085,1.51515,0.7825,7.75315,6.2159,12.0702,-
2015/05/05,30.699,-,1.11395,120.045,1.5129,0.7916,7.7519,6.2068,12.0477,-
2015/05/06,30.653,-,1.12365,119.885,1.52135,0.79615,7.75185,6.2003,11.95795,-
2015/05/07,30.699,-,1.13605,119.49,1.52495,0.799,7.7518,6.2029,12.03285,-
2015/05/08,30.731,-,1.1227,119.88,1.54845,0.7913,7.7535,6.2091,12.04035,-
2015/05/11,30.732,-,1.1141,119.945,1.5418,0.78895,7.75345,6.208,11.96025,-
2015/05/12,30.733,-,1.11785,120.25,1.55795,0.7936,7.75185,6.2089,12.0765,-
2015/05/13,30.678,-,1.12505,119.875,1.56865,0.7976,7.7532,6.206,12.04995,-
2015/05/14,30.572,-,1.13595,119.2,1.57445,0.8121,7.7521,6.202,11.89675,-
2015/05/15,30.49,-,1.1403,119.45,1.57745,0.80495,7.7511,6.2049,11.82845,-
2015/05/18,30.435,-,1.1429,119.68,1.57255,0.80145,7.7515,6.2156,11.82715,-
2015/05/19,30.444,-,1.13155,119.935,1.56625,0.8002,7.75145,6.2044,11.8825,-
2015/05/20,30.483,-,1.11385,120.94,1.5507,0.79215,7.7524,6.2045,11.91745,-
2015/05/21,30.475,-,1.11195,121.045,1.55525,0.79065,7.7528,6.2044,11.84475,-
2015/05/22,30.415,-,1.11425,120.79,1.5669,0.792,7.75185,6.1959,11.80575,-
2015/05/25,30.5,-,1.09835,121.61,1.54765,0.7822,7.7517,6.1974,11.9131,-
2015/05/26,30.548,-,1.09315,121.885,1.5446,0.78255,7.75215,6.2055,11.97675,-
2015/05/27,30.686,-,1.09065,122.985,1.5416,0.77565,7.7526,6.2038,12.06625,-
2015/05/28,30.735,-,1.09155,123.88,1.53635,0.76955,7.75365,6.2007,12.0407,-
2015/05/29,30.65,-,1.09485,123.81,1.53265,0.7659,7.7528,6.2029,12.13025,-
2015/06/01,30.744,-,1.09625,124.09,1.52995,0.7652,7.7521,6.2149,12.1572,-
2015/06/02,30.902,-,1.09425,124.585,1.52155,0.76865,7.75585,6.1953,12.24085,-
2015/06/03,30.81,-,1.11825,123.875,1.5364,0.78,7.7548,6.1978,12.1893,-
2015/06/04,30.871,-,1.12645,124.32,1.53295,0.7726,7.7536,6.201,12.34205,-
2015/06/05,30.865,-,1.12245,124.44,1.53595,0.7704,7.75245,6.207,12.3881,-
2015/06/08,31.032,-,1.12585,124.74,1.53075,0.76925,7.7534,6.2039,12.4134,-
2015/06/09,31.12,-,1.1323,124.425,1.53585,0.7691,7.75225,6.20825,12.4906,-
2015/06/10,31.074,-,1.1295,122.985,1.5411,0.76995,7.752,6.2062,12.39485,-
2015/06/11,30.911,-,1.1302,123.23,1.54935,0.77675,7.7524,6.2056,12.35355,-
2015/06/12,30.887,-,1.12305,123.445,1.55085,0.7738,7.7526,6.2083,12.37205,-
2015/06/15,30.981,-,1.1201,123.495,1.5537,0.77125,7.753,6.2083,12.4423,-
2015/06/16,30.921,-,1.12745,123.61,1.56075,0.77545,7.7521,6.2084,12.4097,-
2015/06/17,30.916,-,1.1256,123.56,1.56425,0.7724,7.7524,6.2091,12.3948,-
2015/06/18,31.06,-,1.137,122.935,1.58375,0.77385,7.7528,6.2107,12.2747,-
2015/06/22,30.741,-,1.1394,122.72,1.59005,0.77795,7.7517,6.1871,12.15295,-
2015/06/23,30.85,-,1.1274,123.735,1.57775,0.7706,7.752,6.2088,12.1602,-
2015/06/24,30.93,-,1.1196,123.99,1.57555,0.7723,7.7524,6.2069,12.18435,-
2015/06/25,30.913,-,1.1205,123.6,1.56925,0.7741,7.7516,6.2093,12.1441,-
2015/06/26,30.9,-,1.11885,123.34,1.57415,0.7718,7.7518,6.2094,12.12155,-
2015/06/29,30.965,-,1.1014,122.48,1.57135,0.7634,7.7523,6.209,12.341,-
2015/06/30,30.865,-,1.11885,122.325,1.5723,0.767,7.7521,6.2074,12.26425,-
2015/07/01,30.863,-,1.11405,122.59,1.57005,0.7715,7.7523,6.205,12.15175,-
2015/07/02,30.908,-,1.1068,123.41,1.56105,0.7646,7.7517,6.2079,12.25845,-
2015/07/03,30.894,-,1.1092,123.13,1.561,0.7586,7.7519,6.2064,12.2849,-
2015/07/06,30.942,-,1.10335,122.235,1.55655,0.7471,7.753,6.2057,12.37435,-
2015/07/07,30.967,-,1.1034,122.72,1.55945,0.74955,7.7547,6.2093,12.38735,-
2015/07/08,31.029,-,1.10115,122.015,1.5438,0.74175,7.75455,6.2096,12.4831,-
2015/07/09,31.047,-,1.1101,121.395,1.53845,0.74845,7.75315,6.2075,12.5111,-
2015/07/13,30.977,-,1.11365,122.63,1.5503,0.7448,7.7512,6.2093,12.46325,-
2015/07/14,31.021,-,1.10035,123.315,1.5479,0.7423,7.7522,6.2079,12.4621,-
2015/07/15,31.012,-,1.09895,123.445,1.564,0.74645,7.7515,6.2107,12.3654,-
2015/07/16,31.083,-,1.09185,123.88,1.5612,0.7354,7.7508,6.2123,12.441,-
2015/07/17,31.12,-,1.08945,124.02,1.56315,0.7417,7.7507,6.2101,12.39355,-
2015/07/20,31.342,5.043868,1.0858,124.19,1.55915,0.7379,7.7512,6.2139,12.4106,-
2015/07/21,31.407,5.056401,1.08485,124.335,1.55835,0.73735,7.7509,6.21135,12.40325,-
2015/07/22,31.352,5.047484,1.0941,123.755,1.56135,0.7406,7.7507,6.2114,12.356,-
2015/07/23,31.452,5.061036,1.10015,123.715,1.56615,0.74115,7.7509,6.21455,12.402,-
2015/07/24,31.53,5.067312,1.09495,123.96,1.54895,0.73045,7.7508,6.22225,12.47435,-
2015/07/27,31.56,5.072197,1.11005,123.335,1.55115,0.7287,7.7504,6.22215,12.5825,-
2015/07/28,31.575,5.078618,1.10595,123.665,1.5533,0.7297,7.751,6.21725,12.63445,-
2015/07/29,31.523,5.070916,1.10485,123.685,1.55985,0.73125,7.7508,6.21645,12.58665,-
2015/07/30,31.601,5.081125,1.0971,124.16,1.5606,0.7293,7.7512,6.2193,12.6264,-
2015/07/31,31.682,5.091519,1.09365,124.215,1.5564,0.7274,7.7524,6.2225,12.7447,-
2015/08/03,31.705,5.098735,1.096,124.17,1.56285,0.7289,7.7519,6.2182,12.7114,-
2015/08/04,31.726,5.103508,1.09735,123.975,1.56025,0.7382,7.7531,6.2165,12.6341,-
2015/08/05,31.75,5.105813,1.08635,124.405,1.55815,0.7368,7.7531,6.2184,12.7457,-
2015/08/06,31.755,5.10614,1.08975,124.855,1.56065,0.732,7.7509,6.219,12.7593,-
2015/08/07,31.77,5.110141,1.09315,124.81,1.55,0.737,7.752,6.21705,12.71945,-
2015/08/10,31.76,5.109644,1.09725,124.485,1.5474,0.7376,7.75265,6.2157,12.6668,-
2015/08/11,32.08,5.046954,1.10435,124.845,1.5603,0.7348,7.75585,6.3563,12.6888,-
2015/08/12,32.465,4.951497,1.11365,124.425,1.5595,0.7309,7.7553,6.5566,12.82365,-
2015/08/13,32.366,5.025469,1.11185,124.545,1.5624,0.7351,7.75265,6.4404,12.77585,-
2015/08/14,32.368,5.027754,1.11365,124.355,1.5598,0.7374,7.7561,6.43785,12.8452,-
2015/08/17,32.621,5.066074,1.10855,124.465,1.5656,0.7364,7.7541,6.4391,12.87455,-
2015/08/18,32.653,5.067974,1.10885,124.225,1.5591,0.734,7.7547,6.443,12.911,-
2015/08/19,32.668,5.073765,1.10645,124.265,1.5682,0.7359,7.7531,6.4386,12.8775,-
2015/08/20,32.678,5.069567,1.11155,124.055,1.5665,0.7296,7.7515,6.4459,12.9864,-
2015/08/21,32.876,5.101731,1.12475,122.935,1.5717,0.7317,7.7516,6.4441,12.90645,-
2015/08/24,32.96,5.097132,1.14805,120.455,1.5691,0.7257,7.7537,6.4664,13.2125,-
2015/08/25,32.879,5.088288,1.15355,119.615,1.5778,0.7195,7.7515,6.4617,13.0976,-
2015/08/26,32.765,5.049775,1.14935,119.465,1.5674,0.7124,7.7511,6.4884,13.1536,-
2015/08/27,32.77,5.059426,1.13095,120.225,1.5491,0.713,7.7505,6.477,13.0312,-
2015/08/28,32.772,5.074875,1.13005,120.815,1.5408,0.7169,7.7501,6.4577,13.1831,-
2015/08/31,32.81,5.091718,1.12235,121.095,1.5419,0.7129,7.7505,6.4438,13.32835,-
2015/09/01,32.68,5.094485,1.13085,119.885,1.5365,0.7091,7.75,6.4148,13.2956,-
2015/09/02,32.762,5.077258,1.12705,119.975,1.5301,0.7019,7.75,6.4527,13.45525,-
2015/09/03,32.801,5.082351,1.12335,120.335,1.5265,0.7021,7.7501,6.4539,13.48785,-
2015/09/04,32.833,5.08882,1.11545,119.055,1.5238,0.698,7.7501,6.452,13.64745,-
2015/09/07,32.935,5.087963,1.11595,119.315,1.5229,0.6937,7.7501,6.4731,13.89535,-
2015/09/08,33.003,5.106125,1.11805,119.995,1.5347,0.6972,7.7503,6.4634,13.9123,-
2015/09/09,32.775,5.065606,1.11795,120.615,1.5393,0.7047,7.7505,6.4701,13.63315,-
2015/09/10,32.856,5.114825,1.11965,120.865,1.5375,0.7061,7.7504,6.4237,13.8202,-
2015/09/11,32.71,5.101386,1.12995,120.515,1.544,0.7047,7.75005,6.412,13.65005,-
2015/09/14,32.72,5.108279,1.13395,120.175,1.5453,0.7102,7.7501,6.4053,13.5928,-
2015/09/15,32.786,5.12278,1.13115,119.475,1.5437,0.7122,7.75005,6.40005,13.42805,-
2015/09/16,32.762,5.116671,1.12605,120.345,1.5345,0.718,7.75005,6.403,13.44715,-
2015/09/17,32.662,5.098114,1.13325,120.885,1.5518,0.7173,7.75025,6.4067,13.34095,-
2015/09/18,32.663,5.109734,1.14385,119.505,1.5608,0.7251,7.75015,6.3923,13.22035,-
2015/09/21,32.939,5.143952,1.13225,120.135,1.5558,0.717,7.75005,6.40345,13.35555,-
2015/09/22,32.971,5.147202,1.11675,120.045,1.5476,0.7134,7.75005,6.4056,13.487,-
2015/09/23,33.25,5.171672,1.11205,120.295,1.5337,0.7043,7.75005,6.42925,13.69325,-
2015/09/24,33.26,5.173926,1.11965,120.115,1.5266,0.697,7.75005,6.4284,13.8907,-
2015/09/25,33.292,5.199112,1.11245,120.785,1.522,0.7016,7.75005,6.4034,13.7421,-
2015/09/30,33.128,5.218157,1.12285,120.085,1.5156,0.7016,7.75005,6.3486,13.8174,-
2015/10/01,33.08,5.19882,1.11485,120.125,1.5139,0.7067,7.75005,6.363,13.7664,-
2015/10/02,33.156,5.200419,1.11705,120.075,1.5146,0.7035,7.75005,6.37565,13.9226,-
2015/10/05,33.002,5.189003,1.12615,120.175,1.5229,0.7092,7.7501,6.36,13.62875,-
2015/10/06,32.937,5.181978,1.12105,120.245,1.5156,0.7107,7.75005,6.35605,13.6734,-
2015/10/07,32.872,5.186939,1.12365,119.975,1.5278,0.7208,7.75005,6.33745,13.4475,-
2015/10/08,32.85,5.171083,1.12915,119.835,1.5328,0.7186,7.75005,6.35265,13.4744,-
2015/10/12,32.56,5.151578,1.13755,120.165,1.5358,0.7359,7.75005,6.3204,13.3002,-
2015/10/13,32.739,5.165821,1.14025,119.695,1.5327,0.731,7.75005,6.3376,13.444,-
2015/10/14,32.742,5.156472,1.14095,119.625,1.533,0.727,7.75005,6.3497,13.433,-
2015/10/15,32.457,5.11399,1.14425,118.385,1.5472,0.7348,7.75005,6.3467,13.1473,-
2015/10/16,32.505,5.110241,1.13635,119.075,1.5466,0.7276,7.75005,6.36075,13.1567,-
2015/10/19,32.418,5.088329,1.13605,119.295,1.5472,0.73,7.75005,6.37105,13.0373,-
2015/10/20,32.51,5.103517,1.13575,119.585,1.5474,0.7282,7.75005,6.3701,13.24115,-
2015/10/21,32.558,5.113787,1.13715,119.895,1.5444,0.7212,7.75005,6.3667,13.38685,-
2015/10/22,32.658,5.116333,1.13105,119.645,1.5453,0.7215,7.75005,6.3831,13.5735,-
2015/10/23,32.513,5.088187,1.11195,120.375,1.54,0.7273,7.75005,6.3899,13.3647,-
2015/10/26,32.708,5.117886,1.10495,120.905,1.5335,0.7255,7.75005,6.3909,13.6284,-
2015/10/27,32.676,5.114121,1.10545,120.375,1.5347,0.7251,7.75005,6.38935,13.6762,-
2015/10/28,32.686,5.107743,1.10475,120.405,1.53,0.7128,7.75005,6.3993,13.684,-
2015/10/29,32.856,5.159673,1.09265,120.725,1.5264,0.7105,7.75005,6.36785,13.79345,-
2015/10/30,32.802,5.188292,1.09945,120.745,1.5335,0.711,7.75005,6.3223,13.8161,-
2015/11/02,32.721,5.156502,1.10325,120.485,1.543,0.7143,7.75015,6.3456,13.78845,-
2015/11/03,32.625,5.141211,1.10175,120.685,1.5429,0.7202,7.75015,6.3458,13.779,-
2015/11/04,32.595,5.133908,1.09305,121.075,1.5424,0.7213,7.75045,6.34895,13.8224,-
2015/11/05,32.718,5.137708,1.0858,121.725,1.5388,0.7135,7.75055,6.3682,13.97145,-
2015/11/06,32.73,5.138054,1.088,121.855,1.518,0.7155,7.75095,6.3701,13.92935,-
2015/11/09,32.832,5.139226,1.0769,123.385,1.5077,0.70585,7.75125,6.3885,14.1827,-
2015/11/10,32.85,5.142142,1.0748,123.315,1.5095,0.70545,7.75115,6.3884,14.2676,-
2015/11/11,32.852,5.140812,1.0749,123.005,1.5169,0.70585,7.75115,6.39045,14.1758,-
2015/11/12,32.9,5.145626,1.0746,122.905,1.5188,0.7133,7.7504,6.3938,14.1885,-
2015/11/13,32.908,5.131213,1.07735,122.725,1.5214,0.71305,7.75035,6.4133,14.30705,-
2015/11/16,33.022,5.16398,1.0752,122.775,1.5193,0.7126,7.75055,6.3947,14.3567,-
2015/11/17,32.975,5.151453,1.0653,123.205,1.5181,0.7084,7.75045,6.4011,14.35705,-
2015/11/18,33.007,5.146088,1.06665,123.255,1.5209,0.71055,7.75115,6.414,14.2885,-
2015/11/19,32.86,5.126456,1.0675,123.245,1.528,0.71655,7.75025,6.4099,14.13665,-
2015/11/20,32.73,5.106076,1.0696,122.945,1.5284,0.72005,7.7503,6.41,13.9791,-
2015/11/23,32.778,5.096684,1.06305,123.115,1.5161,0.718,7.75015,6.43125,14.0573,-
2015/11/24,32.746,5.09554,1.06375,122.625,1.5126,0.72125,7.75005,6.4264,14.13615,-
2015/11/25,32.647,5.085782,1.06825,122.285,1.5099,0.7276,7.75035,6.41925,14.0686,-
2015/11/26,32.701,5.084253,1.06095,122.585,1.5104,0.7224,7.75035,6.4318,14.2006,-
2015/11/27,32.815,5.086095,1.0625,122.325,1.5092,0.72105,7.75025,6.4519,14.3489,-
2015/11/30,32.83,5.10362,1.0588,122.835,1.5034,0.72055,7.75015,6.4327,14.3821,-
2015/12/01,32.832,5.095132,1.05815,122.915,1.5097,0.72745,7.75165,6.4438,14.4229,-
2015/12/02,32.903,5.109869,1.0629,123.085,1.5066,0.7317,7.7504,6.4391,14.3952,-
2015/12/03,32.935,5.109207,1.0579,123.465,1.4928,0.73235,7.7501,6.4462,14.3537,-
2015/12/04,32.822,5.100637,1.08795,122.775,1.5107,0.73335,7.75005,6.4349,14.3567,-
2015/12/07,32.936,5.09431,1.0843,123.335,1.5071,0.73135,7.75015,6.46525,14.3994,-
2015/12/08,33.037,5.094768,1.0877,123.055,1.5047,0.72355,7.75015,6.4845,14.5358,-
2015/12/09,33.047,5.089866,1.09125,122.815,1.5034,0.7219,7.7501,6.4927,14.5642,-
2015/12/10,33.015,5.06668,1.0989,121.715,1.5175,0.7296,7.75055,6.5161,14.997,-
2015/12/11,32.965,5.048458,1.09535,121.955,1.5155,0.72565,7.7503,6.5297,15.3951,-
2015/12/14,33.066,5.049873,1.09645,121.265,1.5182,0.7209,7.75005,6.5479,15.1224,-
2015/12/15,33.026,5.04885,1.1037,120.775,1.5143,0.72415,7.7502,6.5413,15.0399,-
2015/12/16,32.95,5.04883,1.09305,121.915,1.504,0.71955,7.7504,6.52625,14.9407,-
2015/12/17,33.035,5.044544,1.0872,122.355,1.4953,0.7196,7.75175,6.54865,15.018,-
2015/12/18,33.117,5.047461,1.0841,121.815,1.4918,0.71495,7.75195,6.5611,15.19905,-
2015/12/21,33.085,5.050127,1.0879,121.385,1.4919,0.71725,7.75235,6.5513,15.06415,-
2015/12/22,33.09,5.061711,1.09165,121.105,1.4891,0.72395,7.75295,6.5373,15.0753,-
2015/12/23,33.1,5.061023,1.0929,120.995,1.4849,0.7239,7.7506,6.5402,15.1898,-
2015/12/24,33.002,5.046732,1.09455,120.515,1.4893,0.72705,7.75075,6.5393,15.17535,-
2015/12/25,33.005,5.046398,1.0959,120.285,1.4933,0.72705,7.7511,6.5403,15.23835,-
2015/12/28,33.02,5.041461,1.0966,120.605,1.4924,0.7263,7.75085,6.5497,15.31235,-
2015/12/29,33.035,5.023335,1.09755,120.355,1.4899,0.7274,7.75015,6.5763,15.2948,-
2015/12/30,33.05,5.002712,1.09395,120.415,1.4817,0.7289,7.7504,6.6064,15.36375,-
2015/12/31,33.066,5.031719,1.092,120.405,1.4826,0.73075,7.75025,6.5715,15.5643,-
2016/01/04,33.236,5.023356,1.09265,118.855,1.476,0.7213,7.75085,6.6163,15.63855,-
2016/01/05,33.27,5.00963,1.0815,119.255,1.4713,0.72075,7.751,6.6412,15.58535,-
2016/01/06,33.453,4.990585,1.07355,118.635,1.4636,0.7102,7.7515,6.7032,15.75085,-
2016/01/07,33.53,5.012467,1.07785,118.095,1.4593,0.70555,7.7522,6.6893,15.985,-
2016/01/08,33.501,5.01108,1.0893,118.265,1.4616,0.7034,7.7576,6.6854,16.038,-
2016/01/11,33.651,5.066696,1.0887,117.575,1.4544,0.6983,7.76305,6.6416,16.58865,-
2016/01/12,33.667,5.113344,1.0892,117.35,1.45235,0.69505,7.75875,6.58415,16.8806,-
2016/01/13,33.625,5.114228,1.0811,118.355,1.4421,0.70395,7.75975,6.5748,16.4672,-
2016/01/14,33.742,5.108876,1.08675,118.0,1.44095,0.6956,7.76995,6.6046,16.5322,-
2016/01/15,33.802,5.10657,1.08835,117.61,1.4393,0.692,7.7924,6.6193,16.56,-
2016/01/18,33.818,5.127756,1.08835,117.245,1.4297,0.6902,7.79725,6.5951,16.74385,-
2016/01/19,33.82,5.124305,1.08755,117.945,1.43,0.692,7.80775,6.5999,16.5967,-
2016/01/20,33.826,5.124064,1.09505,116.725,1.4168,0.6867,7.81925,6.6014,16.8214,-
2016/01/21,33.838,5.117591,1.08935,117.065,1.4167,0.6914,7.81595,6.6121,16.7358,-
2016/01/22,33.705,5.101926,1.08315,118.105,1.4232,0.7019,7.79105,6.60635,16.5105,-
2016/01/25,33.622,5.086067,1.08245,118.415,1.4258,0.6982,7.78795,6.6106,16.4794,-
2016/01/26,33.725,5.101412,1.08615,117.865,1.4189,0.6945,7.79665,6.6109,16.5883,-
2016/01/27,33.71,5.099244,1.08625,118.125,1.4329,0.702,7.79025,6.6108,16.4609,-
2016/01/28,33.743,5.103528,1.08785,118.845,1.427,0.7077,7.78995,6.6117,16.3327,-
2016/01/29,33.6,5.075515,1.08935,120.805,1.4363,0.712,7.78915,6.62,16.09,-
2016/01/30,33.65,5.103864,1.08325,121.135,1.4244,0.7084,7.78235,6.59305,15.922,-
2016/02/01,33.67,5.096662,1.08465,121.145,1.4262,0.7069,7.78315,6.6063,15.9686,-
2016/02/02,33.68,5.088307,1.08995,120.735,1.4396,0.7088,7.77825,6.6191,15.9661,-
2016/02/03,33.808,5.089423,1.09185,119.835,1.4389,0.7046,7.79735,6.6428,16.25255,-
2016/02/15,33.421,5.144394,1.12045,113.715,1.4503,0.7144,7.78425,6.4966,15.7937,-
2016/02/16,33.453,5.134534,1.11665,114.315,1.4446,0.717,7.788,6.5153,15.76395,-
2016/02/17,33.505,5.132128,1.11745,113.505,1.4261,0.7102,7.78865,6.5285,15.83775,-
2016/02/18,33.525,5.140221,1.11345,113.815,1.4279,0.7143,7.77995,6.5221,15.4915,-
2016/02/19,33.561,5.143693,1.11225,113.105,1.4319,0.7111,7.7766,6.5247,15.411,-
2016/02/22,33.567,5.143606,1.10885,112.955,1.4204,0.7188,7.77015,6.52595,15.37235,-
2016/02/23,33.485,5.124444,1.10515,111.895,1.4117,0.7229,7.76775,6.53435,15.2741,-
2016/02/24,33.49,5.123669,1.10035,112.045,1.398,0.7185,7.76915,6.53635,15.2349,-
