日期,美元∕新台幣,人民幣∕新台幣,歐元∕美元,美元∕日幣,英鎊∕美元,澳幣∕美元,美元∕港幣,美元∕人民幣,美元∕南非幣,紐幣∕美元
2017/08/23,30.29,4.544378,1.1782,109.36,1.2811,0.7892,7.8258,6.6654,13.23385,0.7226
2017/08/24,30.265,4.545258,1.1798,109.28,1.2802,0.7877,7.8257,6.6586,13.2041,0.71975
2017/08/25,30.25,4.541191,1.17845,109.67,1.2811,0.79125,7.8249,6.66125,13.1582,0.72175
2017/08/28,30.162,4.547404,1.193,109.18,1.29015,0.79475,7.824,6.6328,13.0543,0.72405
2017/08/29,30.2,4.57376,1.20615,108.44,1.29735,0.7955,7.82415,6.6029,13.0414,0.72615
2017/08/30,30.156,4.576505,1.1947,110.0,1.29195,0.7966,7.82625,6.5893,13.04405,0.7252
2017/08/31,30.203,4.574667,1.189,110.44,1.28955,0.7902,7.8256,6.60225,13.0357,0.7164
2017/09/01,30.156,4.584315,1.1892,110.1,1.29145,0.7936,7.82595,6.5781,12.9461,0.71595
2017/09/04,30.101,4.608885,1.1896,109.46,1.2942,0.7956,7.82535,6.5311,12.966,0.71705
2017/09/05,30.07,4.586457,1.1881,109.455,1.29255,0.79635,7.82525,6.55625,12.9729,0.71775
2017/09/06,30.105,4.606336,1.1944,108.71,1.3042,0.7991,7.8246,6.53555,12.90365,0.72335
2017/09/07,30.062,4.619808,1.19485,109.015,1.3046,0.80015,7.8196,6.5072,12.8172,0.719
2017/09/08,30.006,4.634097,1.2049,107.74,1.31365,0.80895,7.80875,6.47505,12.8257,0.72955
2017/09/11,30.026,4.601394,1.20165,108.48,1.31945,0.80475,7.8141,6.5254,12.9005,0.7266
2017/09/12,30.03,4.591137,1.197,109.65,1.3202,0.80405,7.81305,6.54085,12.8931,0.73045
2017/09/13,30.056,4.60509,1.19925,109.98,1.3313,0.80405,7.811,6.5267,13.0332,0.73025
2017/09/14,30.106,4.591617,1.1897,110.41,1.32065,0.7999,7.8119,6.55675,13.1408,0.72385
2017/09/15,30.075,4.592152,1.19195,110.72,1.34325,0.8001,7.8128,6.5492,13.1348,0.72435
2017/09/18,30.108,4.590266,1.1929,111.38,1.35595,0.8007,7.8162,6.5591,13.2102,0.7301
2017/09/19,30.137,4.57781,1.1998,111.72,1.35175,0.79845,7.80325,6.5833,13.3314,0.72855
2017/09/20,30.132,4.585488,1.20075,111.435,1.35215,0.8036,7.8079,6.57115,13.2789,0.73485
2017/09/21,30.208,4.582886,1.191,112.515,1.3502,0.7962,7.80585,6.5915,13.3555,0.7322
2017/09/22,30.191,4.58864,1.1993,111.97,1.35775,0.79535,7.80805,6.5795,13.2015,0.7317
2017/09/25,30.172,4.565325,1.1908,112.25,1.35265,0.79595,7.8132,6.60895,13.2866,0.72915
2017/09/26,30.216,4.562556,1.1813,111.67,1.3478,0.7922,7.81375,6.6226,13.3282,0.722
2017/09/27,30.303,4.568329,1.1749,112.72,1.3389,0.78525,7.81005,6.6333,13.4698,0.71975
2017/09/28,30.405,4.560568,1.1769,112.715,1.33755,0.78285,7.80925,6.66695,13.5827,0.7203
2017/09/29,30.336,4.563353,1.18025,112.425,1.3416,0.7846,7.8108,6.64775,13.49705,0.72185
2017/09/30,30.305,4.558781,1.1815,112.465,1.3397,0.78285,7.8104,6.6476,13.50275,0.72075
2017/10/02,30.413,4.555381,1.17425,112.945,1.33255,0.7805,7.81245,6.6763,13.63465,0.71765
2017/10/03,30.45,4.566647,1.17455,113.09,1.3281,0.78145,7.8114,6.6679,13.634,0.7174
2017/10/05,30.35,4.56807,1.1774,112.67,1.3196,0.78315,7.8079,6.64395,13.5967,0.71595
2017/10/06,30.376,4.56451,1.16925,113.04,1.30655,0.7771,7.80625,6.6548,13.7023,0.7104
2017/10/11,30.232,4.597773,1.184,112.26,1.3206,0.779,7.80405,6.57535,13.5859,0.7073
2017/10/12,30.213,4.588599,1.1862,112.28,1.32455,0.78245,7.80695,6.58435,13.48205,0.7112
2017/10/13,30.185,4.58815,1.1828,112.0,1.33145,0.78435,7.8072,6.5789,13.38435,0.71495
2017/10/16,30.158,4.581694,1.17905,111.755,1.3299,0.78815,7.80905,6.5823,13.2957,0.7182
2017/10/17,30.205,4.569563,1.17735,112.165,1.32835,0.7856,7.80775,6.61005,13.3128,0.71785
2017/10/18,30.2,4.565213,1.1763,112.51,1.31855,0.78365,7.80815,6.61525,13.45155,0.71355
2017/10/19,30.23,4.56074,1.1795,112.65,1.31665,0.7861,7.8027,6.6283,13.5436,0.70415
2017/10/20,30.241,4.56751,1.1806,113.41,1.31315,0.78415,7.80335,6.6209,13.668,0.6982
2017/10/23,30.262,4.557487,1.17545,113.705,1.31745,0.7818,7.8029,6.64005,13.7375,0.69745
2017/10/24,30.27,4.560932,1.1761,113.695,1.31925,0.7781,7.80435,6.6368,13.73225,0.6928
2017/10/25,30.266,4.557152,1.1767,113.86,1.3132,0.77135,7.8033,6.64145,13.7302,0.6891
2017/10/26,30.229,4.554422,1.18175,113.76,1.32375,0.7687,7.80165,6.6373,14.1916,0.6874
2017/10/27,30.277,4.550936,1.1631,114.11,1.3075,0.76415,7.8037,6.6529,14.30395,0.68355
2017/10/30,30.205,4.542892,1.1627,113.7,1.3163,0.76745,7.79985,6.64885,14.087,0.68515
2017/10/31,30.17,4.551175,1.1644,113.065,1.32145,0.7679,7.8016,6.62905,14.06155,0.68485
2017/11/01,30.175,4.560046,1.16465,113.92,1.3302,0.76745,7.8013,6.61725,14.1293,0.69135
2017/11/02,30.186,4.569436,1.16385,114.11,1.3263,0.77085,7.8015,6.60605,13.9694,0.6912
2017/11/03,30.172,4.554192,1.1647,114.085,1.3044,0.7678,7.8027,6.6251,14.0842,0.6924
2017/11/06,30.204,4.550988,1.161,114.28,1.30795,0.7653,7.80245,6.6368,14.205,0.6887
2017/11/07,30.17,4.549395,1.15875,114.14,1.31565,0.7666,7.80265,6.63165,14.16705,0.6925
2017/11/08,30.187,4.547732,1.1605,113.815,1.31395,0.7664,7.8019,6.6378,14.17605,0.69115
2017/11/09,30.18,4.542784,1.1603,113.57,1.31405,0.7682,7.79855,6.6435,14.14955,0.6968
2017/11/10,30.172,4.53805,1.16275,113.575,1.3138,0.7672,7.8009,6.64865,14.2739,0.69345
2017/11/13,30.19,4.535715,1.16405,113.495,1.30945,0.7649,7.8023,6.65605,14.42195,0.69215
2017/11/14,30.18,4.538589,1.1688,113.86,1.31065,0.76205,7.8029,6.64965,14.46945,0.68515
2017/11/15,30.15,4.543273,1.1826,112.84,1.3174,0.75845,7.8056,6.6362,14.3744,0.688
2017/11/16,30.158,4.543122,1.1779,113.17,1.31595,0.75895,7.8084,6.63815,14.3744,0.68515
2017/11/17,30.101,4.533903,1.1792,112.62,1.32305,0.7553,7.8117,6.6391,14.1793,0.67965
2017/11/20,30.102,4.534084,1.1772,112.045,1.3248,0.75675,7.81065,6.63905,14.0491,0.68365
2017/11/21,30.06,4.52388,1.1746,112.51,1.3255,0.75415,7.8114,6.64475,14.1183,0.68025
2017/11/22,30.02,4.538904,1.1766,112.04,1.3251,0.75695,7.8109,6.61395,13.92215,0.68385
2017/11/23,30.007,4.556413,1.1835,111.21,1.3308,0.76145,7.8087,6.58565,13.86525,0.6881
2017/11/24,30.01,4.544654,1.18445,111.42,1.33135,0.76115,7.80785,6.60335,13.94585,0.68705
2017/11/27,30.006,4.548369,1.19385,111.24,1.3334,0.76185,7.802,6.5971,14.0394,0.6881
2017/11/28,30.001,4.544851,1.1904,111.3,1.33285,0.76,7.8033,6.6011,13.7511,0.6925
2017/11/29,29.99,4.544505,1.1868,111.465,1.3419,0.75895,7.805,6.5992,13.6086,0.69135
2017/11/30,30.01,4.536972,1.1859,112.295,1.34635,0.75735,7.8082,6.61455,13.637,0.6841
2017/12/01,30.028,4.544798,1.19275,112.615,1.35195,0.75765,7.8109,6.6071,13.6731,0.68355
2017/12/04,30.036,4.537328,1.186,112.945,1.3445,0.7594,7.8138,6.61975,13.77505,0.6851
2017/12/05,29.993,4.533802,1.186,112.645,1.34165,0.76445,7.81755,6.6154,13.52825,0.68815
2017/12/06,30.01,4.534631,1.18275,112.16,1.3401,0.75775,7.81575,6.61795,13.5248,0.68955
2017/12/07,30.025,4.536477,1.1802,112.57,1.33705,0.75295,7.8122,6.61855,13.61775,0.684
2017/12/08,30.015,4.532775,1.17435,113.52,1.3502,0.75125,7.80785,6.62175,13.695,0.6843
2017/12/11,30.018,4.533619,1.1779,113.47,1.33755,0.75225,7.8079,6.6212,13.6745,0.69195
2017/12/12,30.018,4.531427,1.17775,113.48,1.3358,0.75485,7.8075,6.6244,13.61745,0.69445
2017/12/13,30.026,4.532845,1.174,113.445,1.3322,0.7569,7.80655,6.6241,13.62,0.6949
2017/12/14,30.006,4.539458,1.18245,112.72,1.34325,0.76655,7.8122,6.61005,13.50375,0.70075
2017/12/15,29.992,4.538599,1.17865,112.13,1.34315,0.7689,7.81285,6.6082,13.4828,0.7026
2017/12/18,30.006,4.537087,1.1779,112.715,1.3353,0.76665,7.814,6.6135,13.1104,0.70275
2017/12/19,29.99,4.539046,1.18085,112.55,1.33975,0.76755,7.82075,6.6071,12.74395,0.7011
2017/12/20,29.99,4.55752,1.184,113.11,1.3393,0.76695,7.82375,6.58035,12.68695,0.69725
2017/12/21,29.988,4.562224,1.18755,113.54,1.33655,0.76575,7.8232,6.5731,12.74865,0.6991
2017/12/22,29.968,4.56116,1.18525,113.43,1.33725,0.7712,7.8169,6.57025,12.7205,0.70165
2017/12/25,29.968,4.57971,1.1875,113.22,1.3392,0.77235,7.81675,6.54365,12.6014,0.70315
2017/12/26,29.945,4.575117,1.1873,113.3,1.3373,0.77215,7.8103,6.5452,12.5613,0.70285
2017/12/27,29.94,4.568036,1.18705,113.175,1.33905,0.77565,7.8131,6.55425,12.4726,0.7058
2017/12/28,29.84,4.569966,1.1945,112.715,1.34505,0.78075,7.8157,6.5296,12.26305,0.70985
2017/12/29,29.848,4.575788,1.1956,112.65,1.34735,0.78,7.8153,6.52305,12.32455,0.71075
2018/01/02,29.628,4.559868,1.2035,112.6,1.35365,0.78305,7.8155,6.49755,12.3471,0.71205
2018/01/03,29.6,4.552302,1.2033,112.33,1.3591,0.78175,7.8177,6.5022,12.445,0.7095
2018/01/04,29.59,4.554226,1.2027,112.645,1.35225,0.78465,7.8183,6.49725,12.2862,0.7122
2018/01/05,29.523,4.555045,1.2057,113.15,1.35515,0.7842,7.8191,6.4814,12.3337,0.7155
2018/01/08,29.523,4.545597,1.1999,113.34,1.35405,0.78335,7.82185,6.49485,12.37065,0.71615
2018/01/09,29.536,4.52713,1.19435,112.785,1.3539,0.78365,7.8221,6.5242,12.4325,0.7179
2018/01/10,29.601,4.534429,1.1945,111.905,1.3514,0.78265,7.8241,6.52805,12.39125,0.718
2018/01/11,29.605,4.543894,1.1939,111.74,1.34855,0.7871,7.8232,6.51535,12.4652,0.72045
2018/01/12,29.6,4.568819,1.2062,111.34,1.35455,0.78685,7.82355,6.4787,12.42715,0.7242
2018/01/15,29.542,4.586514,1.2214,110.72,1.3754,0.7947,7.82425,6.44105,12.36915,0.7276
2018/01/16,29.555,4.593911,1.2258,110.71,1.3788,0.79685,7.82445,6.4335,12.24415,0.72865
2018/01/17,29.56,4.592087,1.2233,110.745,1.37805,0.7961,7.8188,6.43715,12.32195,0.7256
2018/01/18,29.562,4.60035,1.22155,111.195,1.38415,0.79815,7.8186,6.42605,12.244,0.73035
2018/01/19,29.43,4.595141,1.2271,110.71,1.3924,0.80145,7.81695,6.4046,12.1514,0.7297
2018/01/22,29.432,4.596337,1.2241,110.77,1.3899,0.7998,7.8177,6.40335,12.04885,0.72895
2018/01/23,29.402,4.590858,1.224,111.025,1.39535,0.79625,7.8167,6.40445,12.10765,0.7312
2018/01/24,29.302,4.587375,1.2328,109.865,1.40475,0.80275,7.8188,6.38755,12.0274,0.73745
2018/01/25,29.069,4.585925,1.2414,109.09,1.42425,0.80795,7.81695,6.33875,11.9142,0.7362
2018/01/26,29.101,4.605786,1.24825,108.945,1.42575,0.8089,7.819,6.31835,11.8225,0.7371
2018/01/29,29.15,4.605117,1.2399,108.915,1.4128,0.8086,7.81945,6.3299,11.9621,0.733
2018/01/30,29.24,4.605329,1.2343,108.765,1.3987,0.8049,7.81855,6.34915,12.03975,0.72835
2018/01/31,29.15,4.627825,1.24455,108.685,1.41825,0.8094,7.8192,6.29885,11.8737,0.73905
2018/02/01,29.207,4.636407,1.2433,109.465,1.42495,0.80245,7.8209,6.2995,11.8791,0.7365
2018/02/02,29.235,4.652838,1.2506,109.785,1.42455,0.80025,7.8192,6.28325,11.949,0.73635
2018/02/05,29.307,4.647152,1.2444,109.8,1.41055,0.7925,7.8208,6.30645,12.0602,0.7305
2018/02/06,29.386,4.668436,1.2415,109.09,1.39755,0.78735,7.8192,6.2946,12.10875,0.73035
2018/02/07,29.27,4.668331,1.23745,109.05,1.3936,0.78755,7.8197,6.2699,11.91235,0.7321
2018/02/08,29.39,4.633304,1.22595,109.57,1.38755,0.78285,7.819,6.3432,12.07285,0.72085
2018/02/09,29.407,4.658804,1.2274,109.175,1.39575,0.77805,7.8189,6.31215,12.10225,0.72135
2018/02/12,29.4,4.641907,1.2262,108.625,1.3835,0.7813,7.81935,6.3336,11.961,0.7249
2018/02/21,29.245,4.614305,1.23215,107.655,1.3973,0.78515,7.8249,6.3379,11.7117,0.73425
2018/02/22,29.301,4.613355,1.2273,107.36,1.3882,0.7798,7.8238,6.35135,11.7228,0.73165
2018/02/23,29.306,4.627623,1.23,106.89,1.3953,0.7829,7.82275,6.33285,11.6531,0.73075
2018/02/26,29.235,4.636846,1.2329,106.62,1.4038,0.7887,7.8234,6.30495,11.51795,0.73425
2018/02/27,29.23,4.636492,1.2337,107.01,1.39855,0.7853,7.82625,6.30435,11.5553,0.72945
2018/03/01,29.318,4.620487,1.2201,106.86,1.37595,0.7732,7.8273,6.3452,11.8441,0.72115
2018/03/02,29.29,4.613204,1.2259,105.78,1.37645,0.77605,7.82935,6.34915,11.87525,0.7269
2018/03/05,29.292,4.618938,1.2294,105.46,1.3775,0.7736,7.8315,6.3417,11.991,0.7206
2018/03/06,29.287,4.619292,1.23355,106.1,1.38225,0.7765,7.83275,6.34015,11.8395,0.72395
2018/03/07,29.254,4.629504,1.24175,105.675,1.3879,0.78165,7.8345,6.31905,11.8222,0.7294
2018/03/08,29.261,4.622477,1.2403,105.95,1.3896,0.78125,7.8337,6.33015,11.8777,0.7285
2018/03/09,29.3,4.62436,1.2312,106.715,1.383,0.78025,7.8396,6.336,11.9007,0.7277
2018/03/12,29.28,4.631598,1.2331,106.555,1.38685,0.7875,7.84005,6.3218,11.7877,0.7317
2018/03/13,29.252,4.621085,1.2322,106.96,1.38975,0.78665,7.8394,6.3301,11.84595,0.73185
2018/03/14,29.257,4.633928,1.2373,106.68,1.3951,0.78835,7.8415,6.31365,11.75175,0.73275
2018/03/15,29.2,4.623586,1.23705,106.12,1.39835,0.78695,7.8408,6.31545,11.80875,0.73215
2018/03/16,29.231,4.62259,1.2312,105.74,1.39325,0.77915,7.84335,6.3235,11.9426,0.7254
2018/03/19,29.201,4.613232,1.227,105.915,1.3934,0.7694,7.84395,6.32985,12.0644,0.72
2018/03/20,29.175,4.610584,1.2345,106.46,1.40545,0.77025,7.8445,6.32785,11.99505,0.722
2018/03/21,29.189,4.613321,1.2279,106.33,1.4028,0.7695,7.84615,6.3271,11.9773,0.7174
2018/03/22,29.153,4.61527,1.23645,105.7,1.416,0.7756,7.8463,6.31665,11.782,0.72485
2018/03/23,29.17,4.61274,1.23245,105.07,1.4108,0.77275,7.84845,6.3238,11.82205,0.72415
2018/03/26,29.153,4.63696,1.23785,105.13,1.41815,0.7733,7.8473,6.2871,11.6408,0.72835
2018/03/27,29.135,4.65082,1.24415,105.49,1.4158,0.7725,7.84665,6.2645,11.6522,0.72815
2018/03/28,29.163,4.645987,1.24035,105.55,1.41735,0.76635,7.84725,6.27705,11.68955,0.72525
2018/03/29,29.165,4.641843,1.23055,106.585,1.40505,0.767,7.84855,6.28305,11.8084,0.71945
2018/03/30,29.12,4.647377,1.2323,106.19,1.4053,0.77005,7.84855,6.2659,11.83335,0.7245
2018/03/31,29.12,4.644698,1.23245,106.285,1.4015,0.76795,7.8478,6.2695,11.83255,0.7243
2018/04/02,29.142,4.648324,1.2331,106.3,1.4063,0.76855,7.8481,6.26935,11.80955,0.72335
2018/04/03,29.148,4.64488,1.2323,106.17,1.40785,0.7692,7.8491,6.2753,11.81025,0.72525
2018/04/09,29.209,4.629948,1.22805,107.1,1.4103,0.76735,7.8494,6.3087,12.02505,0.72945
2018/04/10,29.19,4.636569,1.23215,106.99,1.41605,0.77225,7.84945,6.2956,12.11965,0.73305
2018/04/11,29.201,4.648244,1.2368,106.985,1.421,0.7746,7.84975,6.28215,12.04055,0.73605
2018/04/12,29.26,4.658602,1.2367,106.905,1.4181,0.7757,7.84985,6.28085,11.98545,0.73865
2018/04/13,29.302,4.666578,1.2343,107.64,1.42875,0.78015,7.84975,6.2791,12.02205,0.73955
2018/04/16,29.425,4.689168,1.236,107.25,1.42605,0.77765,7.84995,6.2751,12.06715,0.7359
2018/04/17,29.362,4.681301,1.23965,106.975,1.43625,0.7783,7.84995,6.2722,12.0195,0.7347
2018/04/18,29.366,4.67677,1.2369,107.325,1.42735,0.7755,7.84995,6.2791,12.0066,0.7316
2018/04/19,29.34,4.681901,1.2383,107.34,1.4197,0.7797,7.84895,6.2667,11.942,0.7313
2018/04/20,29.407,4.680712,1.2327,107.58,1.4054,0.77055,7.8452,6.2826,11.9836,0.72315
2018/04/23,29.528,4.689283,1.22535,107.9,1.4002,0.76545,7.84285,6.2969,12.25865,0.71925
2018/04/24,29.616,4.69227,1.2192,108.855,1.39325,0.76045,7.84575,6.31165,12.3026,0.71135
2018/04/25,29.66,4.691856,1.21955,109.255,1.39395,0.7567,7.84845,6.3216,12.438,0.70765
2018/04/26,29.705,4.695143,1.21645,109.37,1.39075,0.7562,7.84755,6.32675,12.4043,0.706
2018/04/27,29.636,4.677302,1.20835,109.33,1.38885,0.75465,7.8477,6.33615,12.4002,0.7048
2018/04/30,29.605,4.686856,1.2115,109.28,1.3755,0.7553,7.84875,6.3166,12.3481,0.70645
2018/05/02,29.758,4.679386,1.2015,109.765,1.36355,0.7521,7.84975,6.3594,12.57455,0.7027
2018/05/03,29.742,4.678149,1.19965,109.675,1.36115,0.7523,7.8493,6.35765,12.63675,0.7017
2018/05/04,29.716,4.674891,1.19665,109.075,1.3563,0.7524,7.8498,6.3565,12.63815,0.70165
2018/05/07,29.763,4.675589,1.1928,109.215,1.35405,0.7518,7.84955,6.3656,12.5439,0.7014
2018/05/08,29.783,4.678075,1.1905,108.98,1.3527,0.7487,7.84945,6.3665,12.5409,0.70045
2018/05/09,29.928,4.689927,1.1837,109.71,1.35295,0.7425,7.84985,6.38135,12.6479,0.696
2018/05/10,29.872,4.69552,1.1855,109.925,1.35275,0.74745,7.84975,6.3618,12.50125,0.6925
2018/05/11,29.773,4.703003,1.19145,109.39,1.35265,0.7539,7.8497,6.33065,12.3213,0.69655
2018/05/14,29.742,4.699236,1.1975,109.52,1.35795,0.75485,7.84985,6.3291,12.2344,0.69525
2018/05/15,29.848,4.702523,1.19265,109.85,1.35295,0.75205,7.8492,6.34725,12.41525,0.6919
2018/05/16,29.892,4.701563,1.18445,110.175,1.35025,0.74905,7.84995,6.3579,12.5239,0.68885
2018/05/17,29.906,4.704453,1.1816,110.585,1.35225,0.75315,7.84975,6.35695,12.46865,0.68865
2018/05/18,29.912,4.702675,1.1811,110.905,1.3507,0.75135,7.84985,6.36065,12.5531,0.69065
2018/05/21,29.992,4.698757,1.17245,111.34,1.34045,0.75165,7.84985,6.38295,12.85315,0.68905
2018/05/22,29.922,4.71095,1.182,110.97,1.34605,0.76005,7.84915,6.3516,12.5265,0.6968
2018/05/23,29.96,4.698207,1.17175,109.95,1.33915,0.75305,7.8489,6.3769,12.6561,0.68975
2018/05/24,29.915,4.68798,1.173,109.64,1.33725,0.75605,7.8473,6.3812,12.4255,0.69135
2018/05/25,29.945,4.691723,1.1705,109.37,1.3355,0.75775,7.84615,6.3825,12.4787,0.69285
2018/05/28,29.928,4.685438,1.1691,109.48,1.3318,0.7563,7.84475,6.38745,12.45055,0.69465
2018/05/29,29.988,4.675189,1.15705,108.725,1.3247,0.7541,7.8471,6.4143,12.59075,0.6928
2018/05/30,30.05,4.68188,1.16005,108.77,1.32815,0.75275,7.845,6.41835,12.5699,0.6931
2018/05/31,29.98,4.684885,1.17175,108.75,1.33395,0.7583,7.84775,6.3993,12.4692,0.7
2018/06/01,29.864,4.657052,1.169,109.12,1.32875,0.75505,7.8442,6.41265,12.6516,0.6992
2018/06/04,29.82,4.652576,1.1688,109.48,1.33515,0.76295,7.84645,6.40935,12.5832,0.70135
2018/06/05,29.815,4.662321,1.1705,109.79,1.33265,0.76395,7.8469,6.3949,12.5586,0.70405
2018/06/06,29.738,4.655573,1.1762,110.02,1.34195,0.7646,7.8469,6.3876,12.8004,0.70375
2018/06/07,29.74,4.6566,1.182,109.9,1.34575,0.7651,7.8454,6.38665,12.7275,0.7051
2018/06/08,29.816,4.654337,1.1772,109.38,1.34145,0.75865,7.84555,6.40605,13.24455,0.70175
2018/06/11,29.821,4.661052,1.18095,109.965,1.34235,0.76135,7.8458,6.3979,13.04105,0.70395
2018/06/12,29.86,4.667566,1.1799,110.3,1.34065,0.76175,7.84685,6.39735,13.16375,0.70355
2018/06/13,29.89,4.668609,1.1739,110.655,1.33255,0.75665,7.8486,6.40235,13.3589,0.70085
2018/06/14,29.938,4.687512,1.1818,109.965,1.34015,0.7559,7.84835,6.38675,13.2022,0.70375
2018/06/15,30.002,4.674132,1.1595,110.43,1.32595,0.7464,7.84915,6.41875,13.3799,0.69475
2018/06/19,30.186,4.665488,1.15825,109.72,1.32035,0.73715,7.8489,6.47005,13.8407,0.69025
2018/06/20,30.17,4.658459,1.15555,110.14,1.31565,0.73885,7.8478,6.4764,13.6991,0.68925
2018/06/21,30.302,4.652478,1.1555,110.605,1.3139,0.7362,7.84555,6.5131,13.74865,0.6839
2018/06/22,30.307,4.659974,1.1655,110.16,1.32905,0.7415,7.8454,6.5037,13.55605,0.68985
2018/06/25,30.403,4.648527,1.1653,109.55,1.32505,0.7434,7.8473,6.54035,13.4613,0.69085
2018/06/26,30.412,4.637343,1.16825,109.66,1.32645,0.7406,7.8476,6.55805,13.53915,0.6882
2018/06/27,30.454,4.613751,1.16465,109.75,1.3201,0.7374,7.84785,6.6007,13.64535,0.68215
2018/06/28,30.586,4.61714,1.15545,110.345,1.30775,0.73395,7.8475,6.62445,13.874,0.6763
2018/06/29,30.5,4.599217,1.16135,110.665,1.3108,0.7385,7.8464,6.63155,13.75725,0.67635
2018/07/02,30.523,4.577992,1.16375,110.77,1.3153,0.73755,7.8462,6.66735,13.83045,0.67535
2018/07/03,30.586,4.580284,1.16675,110.94,1.3174,0.7384,7.8458,6.67775,13.7468,0.67255
2018/07/04,30.501,4.598758,1.16385,110.535,1.31745,0.73825,7.842,6.63245,13.72265,0.67605
2018/07/05,30.54,4.595354,1.16845,110.66,1.3238,0.73845,7.84705,6.64585,13.6872,0.67775
2018/07/06,30.5,4.579819,1.1707,110.555,1.32435,0.74065,7.8483,6.65965,13.54275,0.68155
2018/07/09,30.386,4.588438,1.17705,110.43,1.3346,0.74715,7.84845,6.6223,13.4387,0.6842
2018/07/10,30.403,4.587326,1.17425,111.08,1.32845,0.74585,7.8484,6.6276,13.3685,0.68305
2018/07/11,30.481,4.564316,1.1732,111.03,1.3277,0.74145,7.84895,6.6781,13.40755,0.68175
2018/07/12,30.542,4.567587,1.16815,112.315,1.32195,0.7389,7.8482,6.6867,13.4836,0.677
2018/07/13,30.556,4.553883,1.1628,112.745,1.3124,0.73845,7.8486,6.7099,13.3267,0.674
2018/07/16,30.575,4.561821,1.16935,112.455,1.32425,0.74315,7.84865,6.70235,13.24165,0.67725
2018/07/17,30.516,4.558144,1.1732,112.33,1.32405,0.7426,7.8484,6.69485,13.2344,0.6836
2018/07/18,30.582,4.533231,1.1619,113.04,1.30885,0.7348,7.8493,6.7462,13.3159,0.67525
2018/07/19,30.632,4.509674,1.1607,113.02,1.30195,0.7373,7.8493,6.7925,13.3739,0.6752
2018/07/20,30.716,4.520934,1.1648,112.455,1.3016,0.73695,7.8479,6.79415,13.488,0.67625
2018/07/23,30.645,4.510852,1.17305,110.95,1.31515,0.7415,7.847,6.7936,13.4752,0.68195
2018/07/24,30.72,4.496486,1.16875,111.215,1.3114,0.7381,7.84615,6.832,13.4621,0.6791
2018/07/25,30.632,4.510899,1.169,111.26,1.31505,0.74065,7.84595,6.79065,13.2393,0.68015
2018/07/26,30.573,4.497747,1.1722,110.715,1.31855,0.7433,7.8477,6.7974,13.17615,0.6829
2018/07/27,30.592,4.483716,1.16425,111.08,1.31065,0.7383,7.8485,6.8229,13.2021,0.6776
2018/07/30,30.609,4.477913,1.1665,111.075,1.31235,0.7399,7.84805,6.83555,13.1897,0.68055
2018/07/31,30.614,4.476746,1.1717,111.39,1.31425,0.74185,7.8489,6.83845,13.166,0.6816
2018/08/01,30.616,4.489898,1.1686,112.085,1.3116,0.74065,7.84945,6.81885,13.2896,0.67975
2018/08/02,30.682,4.483837,1.1621,111.655,1.30795,0.7375,7.84925,6.8428,13.33335,0.67675
2018/08/03,30.706,4.452247,1.1573,111.72,1.29895,0.73565,7.8492,6.89675,13.47295,0.6729
2018/08/06,30.63,4.465823,1.1562,111.275,1.29655,0.73935,7.8489,6.85875,13.38065,0.67385
2018/08/07,30.621,4.473238,1.1576,111.34,1.29595,0.74295,7.84925,6.8454,13.36705,0.67485
2018/08/08,30.616,4.480927,1.1597,110.95,1.2915,0.742,7.8497,6.8325,13.3114,0.6743
2018/08/09,30.626,4.483003,1.1588,111.08,1.28535,0.74185,7.84965,6.8316,13.5118,0.6653
2018/08/10,30.708,4.473849,1.1461,110.78,1.27635,0.7306,7.8499,6.8639,13.89005,0.65885
2018/08/13,30.812,4.474241,1.1375,110.2,1.27425,0.7273,7.8498,6.88655,14.4592,0.65765
2018/08/14,30.807,4.471975,1.1416,111.08,1.2804,0.7264,7.85,6.8889,14.0875,0.65955
2018/08/15,30.858,4.46219,1.13255,111.265,1.2714,0.7225,7.85,6.91545,14.2839,0.6551
2018/08/16,30.845,4.471137,1.1372,110.805,1.27085,0.72655,7.8496,6.8987,14.5081,0.65835
2018/08/17,30.802,4.492749,1.1416,110.705,1.27315,0.7287,7.8487,6.85595,14.6523,0.6608
2018/08/20,30.76,4.496589,1.14145,110.66,1.2738,0.73125,7.84975,6.84075,14.5006,0.662
2018/08/21,30.73,4.498257,1.1518,110.145,1.28265,0.73565,7.8498,6.83155,14.39815,0.6668
2018/08/22,30.73,4.487318,1.1558,110.43,1.2874,0.7338,7.8499,6.8482,14.43725,0.66855
2018/08/23,30.79,4.481238,1.156,110.775,1.2864,0.729,7.84995,6.87085,14.36915,0.6674
2018/08/24,30.783,4.47591,1.1561,111.41,1.2834,0.728,7.84985,6.8775,14.33935,0.66465
2018/08/27,30.772,4.521361,1.1611,111.14,1.28395,0.73125,7.84995,6.8059,14.281,0.66755
2018/08/28,30.724,4.518609,1.1692,111.12,1.2897,0.7348,7.8499,6.79945,14.16685,0.6698
2018/08/29,30.706,4.501285,1.16705,111.185,1.2872,0.731,7.84945,6.8216,14.37595,0.67035
2018/08/30,30.711,4.48918,1.1701,111.675,1.3026,0.729,7.8494,6.8411,14.5451,0.6663
2018/08/31,30.731,4.491305,1.16845,110.75,1.3023,0.72525,7.8477,6.84235,14.737,0.66565
